,Consequent,Antecedent,Supp,Conf,Lift,Consequent_
2987,N_WA,"('Y_L', 'medium_SL', '3_T', 'N_P')",0.097,0.955,1.116, Work_Accident:N 
2655,N_WA,"('Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'N_P')",0.082,0.954,1.116, Work_Accident:N 
826,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.051,0.955,1.116, Work_Accident:N 
860,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'low_S')",0.051,0.955,1.116, Work_Accident:N 
2967,N_WA,"('Y_L', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.096,0.954,1.116, Work_Accident:N 
2739,N_WA,"('Y_L', 'insufficient_LE', 'medium_SL', 'N_P')",0.084,0.955,1.116, Work_Accident:N 
907,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL')",0.083,0.955,1.116, Work_Accident:N 
902,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'N_P')",0.082,0.954,1.116, Work_Accident:N 
2660,N_WA,"('Y_L', 'insufficient_LE', 'medium_SL', '3_T')",0.083,0.955,1.116, Work_Accident:N 
3061,N_WA,"('Y_L', '3_T', 'low_S')",0.063,0.954,1.116, Work_Accident:N 
77,N_WA,"('5_T', 'Y_L', 'intensive_H', 'N_P')",0.05,0.954,1.116, Work_Accident:N 
2704,N_WA,"('Y_L', 'insufficient_LE', 'medium_SL', 'low_S')",0.052,0.955,1.116, Work_Accident:N 
2699,N_WA,"('Y_L', 'insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.052,0.954,1.116, Work_Accident:N 
884,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'standard_H')",0.082,0.954,1.116, Work_Accident:N 
1238,N_WA,"('2_NP', 'Y_L', 'medium_SL', 'standard_H', 'N_P')",0.096,0.954,1.116, Work_Accident:N 
878,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.082,0.954,1.116, Work_Accident:N 
1258,N_WA,"('2_NP', 'Y_L', 'medium_SL', 'N_P')",0.097,0.955,1.116, Work_Accident:N 
2743,N_WA,"('Y_L', 'insufficient_LE', 'medium_SL')",0.085,0.955,1.116, Work_Accident:N 
1359,N_WA,"('2_NP', 'Y_L', 'low_S', 'standard_H')",0.06,0.953,1.115, Work_Accident:N 
174,N_WA,"('low_SL', '4_T', 'Y_L', 'intensive_H')",0.051,0.954,1.115, Work_Accident:N 
1338,N_WA,"('2_NP', 'Y_L', '3_T', 'N_P')",0.096,0.954,1.115, Work_Accident:N 
2929,N_WA,"('Y_L', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.059,0.954,1.115, Work_Accident:N 
3006,N_WA,"('Y_L', 'medium_SL', 'low_S', 'standard_H')",0.061,0.954,1.115, Work_Accident:N 
3131,N_WA,"('Y_L', 'intensive_H', 'N_P')",0.121,0.953,1.115, Work_Accident:N 
1386,N_WA,"('2_NP', 'Y_L', 'standard_H', 'N_P')",0.097,0.954,1.115, Work_Accident:N 
1150,N_WA,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.095,0.954,1.115, Work_Accident:N 
1174,N_WA,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'N_P')",0.096,0.954,1.115, Work_Accident:N 
131,N_WA,"('low_SL', '4_T', 'Y_L', 'insufficient_LE', 'intensive_H')",0.051,0.954,1.115, Work_Accident:N 
169,N_WA,"('low_SL', '4_T', 'Y_L', 'intensive_H', 'N_P')",0.051,0.954,1.115, Work_Accident:N 
956,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S')",0.051,0.954,1.115, Work_Accident:N 
2681,N_WA,"('Y_L', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H')",0.051,0.954,1.115, Work_Accident:N 
1132,N_WA,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'low_S')",0.059,0.954,1.115, Work_Accident:N 
974,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'standard_H', 'N_P')",0.082,0.953,1.115, Work_Accident:N 
929,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H')",0.051,0.953,1.115, Work_Accident:N 
2761,N_WA,"('Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H')",0.051,0.954,1.115, Work_Accident:N 
2755,N_WA,"('Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.051,0.954,1.115, Work_Accident:N 
2724,N_WA,"('Y_L', 'insufficient_LE', 'medium_SL', 'standard_H')",0.083,0.954,1.115, Work_Accident:N 
2719,N_WA,"('Y_L', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.083,0.954,1.115, Work_Accident:N 
2675,N_WA,"('Y_L', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.051,0.954,1.115, Work_Accident:N 
125,N_WA,"('low_SL', '4_T', 'Y_L', 'insufficient_LE', 'intensive_H', 'N_P')",0.051,0.954,1.115, Work_Accident:N 
802,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'N_P')",0.082,0.954,1.115, Work_Accident:N 
774,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.082,0.954,1.115, Work_Accident:N 
3067,N_WA,"('Y_L', '3_T', 'standard_H', 'N_P')",0.097,0.954,1.115, Work_Accident:N 
2631,N_WA,"('Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.082,0.954,1.115, Work_Accident:N 
3080,N_WA,"('Y_L', '3_T')",0.101,0.953,1.115, Work_Accident:N 
298,N_WA,"('low_SL', 'Y_L', 'intensive_H')",0.059,0.954,1.115, Work_Accident:N 
295,N_WA,"('low_SL', 'Y_L', 'intensive_H', 'N_P')",0.059,0.954,1.115, Work_Accident:N 
1404,N_WA,"('2_NP', 'Y_L')",0.1,0.953,1.115, Work_Accident:N 
270,N_WA,"('low_SL', 'Y_L', 'insufficient_LE', 'intensive_H')",0.059,0.954,1.115, Work_Accident:N 
265,N_WA,"('low_SL', 'Y_L', 'insufficient_LE', 'intensive_H', 'N_P')",0.059,0.954,1.115, Work_Accident:N 
1105,N_WA,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.059,0.954,1.115, Work_Accident:N 
950,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'N_P')",0.05,0.953,1.115, Work_Accident:N 
980,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'standard_H')",0.082,0.954,1.115, Work_Accident:N 
1062,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'standard_H', 'N_P')",0.082,0.954,1.115, Work_Accident:N 
2910,N_WA,"('Y_L', 'insufficient_LE')",0.147,0.954,1.115, Work_Accident:N 
2907,N_WA,"('Y_L', 'insufficient_LE', 'N_P')",0.146,0.953,1.115, Work_Accident:N 
1086,N_WA,"('2_NP', 'Y_L', 'insufficient_LE')",0.083,0.954,1.115, Work_Accident:N 
3047,N_WA,"('Y_L', '3_T', 'low_S', 'standard_H')",0.06,0.953,1.115, Work_Accident:N 
3127,N_WA,"('Y_L', 'standard_H', 'N_P')",0.104,0.954,1.115, Work_Accident:N 
1082,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'N_P')",0.083,0.954,1.115, Work_Accident:N 
1067,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'standard_H')",0.083,0.954,1.115, Work_Accident:N 
998,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'N_P')",0.082,0.953,1.115, Work_Accident:N 
1318,N_WA,"('2_NP', 'Y_L', '3_T', 'standard_H', 'N_P')",0.095,0.953,1.115, Work_Accident:N 
1047,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S')",0.051,0.954,1.115, Work_Accident:N 
1042,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'N_P')",0.051,0.954,1.115, Work_Accident:N 
2804,N_WA,"('Y_L', 'insufficient_LE', '3_T', 'standard_H')",0.083,0.954,1.115, Work_Accident:N 
1024,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'standard_H')",0.051,0.954,1.115, Work_Accident:N 
1018,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'standard_H', 'N_P')",0.051,0.954,1.115, Work_Accident:N 
2799,N_WA,"('Y_L', 'insufficient_LE', '3_T', 'standard_H', 'N_P')",0.082,0.954,1.115, Work_Accident:N 
1003,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', '3_T')",0.082,0.954,1.115, Work_Accident:N 
2991,N_WA,"('Y_L', 'medium_SL', '3_T')",0.098,0.953,1.114, Work_Accident:N 
3070,N_WA,"('Y_L', '3_T', 'standard_H')",0.098,0.953,1.114, Work_Accident:N 
1417,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.052,0.953,1.114, Work_Accident:N 
3133,N_WA,"('Y_L', 'intensive_H')",0.122,0.953,1.114, Work_Accident:N 
3030,N_WA,"('Y_L', 'medium_SL', 'standard_H')",0.099,0.953,1.114, Work_Accident:N 
1410,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_P')",0.052,0.953,1.114, Work_Accident:N 
2887,N_WA,"('Y_L', 'insufficient_LE', 'standard_H')",0.086,0.953,1.114, Work_Accident:N 
1303,N_WA,"('2_NP', 'Y_L', '3_T', 'low_S')",0.06,0.953,1.114, Work_Accident:N 
91,N_WA,"('5_T', 'Y_L')",0.053,0.953,1.114, Work_Accident:N 
1243,N_WA,"('2_NP', 'Y_L', 'medium_SL', 'standard_H')",0.097,0.953,1.114, Work_Accident:N 
2972,N_WA,"('Y_L', 'medium_SL', '3_T', 'standard_H')",0.096,0.953,1.114, Work_Accident:N 
1262,N_WA,"('2_NP', 'Y_L', 'medium_SL')",0.098,0.953,1.114, Work_Accident:N 
1280,N_WA,"('2_NP', 'Y_L', '3_T', 'low_S', 'standard_H')",0.059,0.953,1.114, Work_Accident:N 
922,N_WA,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.05,0.953,1.114, Work_Accident:N 
80,N_WA,"('5_T', 'Y_L', 'intensive_H')",0.05,0.953,1.114, Work_Accident:N 
1179,N_WA,"('2_NP', 'Y_L', 'medium_SL', '3_T')",0.096,0.953,1.114, Work_Accident:N 
1969,N_WA,"('4_T', 'Y_L', 'insufficient_LE')",0.053,0.952,1.113, Work_Accident:N 
1966,N_WA,"('4_T', 'Y_L', 'insufficient_LE', 'N_P')",0.053,0.952,1.113, Work_Accident:N 
3101,N_WA,"('Y_L', 'low_S', 'standard_H')",0.065,0.952,1.113, Work_Accident:N 
1390,N_WA,"('2_NP', 'Y_L', 'standard_H')",0.097,0.952,1.113, Work_Accident:N 
1506,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.053,0.952,1.113, Work_Accident:N 
1444,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S')",0.052,0.952,1.113, Work_Accident:N 
1512,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H')",0.053,0.952,1.113, Work_Accident:N 
1438,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_P')",0.052,0.952,1.113, Work_Accident:N 
309,N_WA,"('low_SL', 'Y_L')",0.062,0.952,1.113, Work_Accident:N 
3128,N_WA,"('Y_L', 'standard_H')",0.105,0.952,1.113, Work_Accident:N 
2883,N_WA,"('Y_L', 'insufficient_LE', 'standard_H', 'N_P')",0.085,0.952,1.113, Work_Accident:N 
3095,N_WA,"('Y_L', 'high_SL', 'N_P')",0.06,0.952,1.113, Work_Accident:N 
288,N_WA,"('low_SL', 'Y_L', 'insufficient_LE')",0.062,0.952,1.113, Work_Accident:N 
1156,N_WA,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'standard_H')",0.096,0.952,1.113, Work_Accident:N 
1323,N_WA,"('2_NP', 'Y_L', '3_T', 'standard_H')",0.096,0.952,1.113, Work_Accident:N 
1342,N_WA,"('2_NP', 'Y_L', '3_T')",0.097,0.952,1.113, Work_Accident:N 
1722,N_WA,"('2_NP', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_P')",0.062,0.952,1.113, Work_Accident:N 
193,N_WA,"('low_SL', '4_T', 'Y_L')",0.052,0.951,1.112, Work_Accident:N 
2852,N_WA,"('Y_L', 'insufficient_LE', 'low_S', 'standard_H')",0.053,0.951,1.112, Work_Accident:N 
1468,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'standard_H')",0.085,0.952,1.112, Work_Accident:N 
154,N_WA,"('low_SL', '4_T', 'Y_L', 'insufficient_LE')",0.052,0.951,1.112, Work_Accident:N 
1981,N_WA,"('4_T', 'Y_L', 'intensive_H')",0.054,0.952,1.112, Work_Accident:N 
3096,N_WA,"('Y_L', 'high_SL')",0.061,0.951,1.112, Work_Accident:N 
3087,N_WA,"('Y_L', 'high_SL', 'intensive_H', 'N_P')",0.057,0.951,1.112, Work_Accident:N 
2847,N_WA,"('Y_L', 'insufficient_LE', 'low_S', 'standard_H', 'N_P')",0.053,0.951,1.112, Work_Accident:N 
1462,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.085,0.951,1.112, Work_Accident:N 
307,N_WA,"('low_SL', 'Y_L', 'N_P')",0.061,0.951,1.112, Work_Accident:N 
1550,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.088,0.951,1.112, Work_Accident:N 
1978,N_WA,"('4_T', 'Y_L', 'intensive_H', 'N_P')",0.054,0.951,1.112, Work_Accident:N 
285,N_WA,"('low_SL', 'Y_L', 'insufficient_LE', 'N_P')",0.061,0.951,1.112, Work_Accident:N 
1746,N_WA,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_P')",0.063,0.95,1.111, Work_Accident:N 
189,N_WA,"('low_SL', '4_T', 'Y_L', 'N_P')",0.051,0.951,1.111, Work_Accident:N 
2871,N_WA,"('Y_L', 'insufficient_LE', 'low_S')",0.089,0.95,1.111, Work_Accident:N 
149,N_WA,"('low_SL', '4_T', 'Y_L', 'insufficient_LE', 'N_P')",0.051,0.951,1.111, Work_Accident:N 
1586,N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.052,0.95,1.111, Work_Accident:N 
1592,N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H')",0.052,0.95,1.111, Work_Accident:N 
3089,N_WA,"('Y_L', 'high_SL', 'intensive_H')",0.057,0.95,1.111, Work_Accident:N 
1728,N_WA,"('2_NP', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.062,0.949,1.11, Work_Accident:N 
1530,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.053,0.949,1.11, Work_Accident:N 
2867,N_WA,"('Y_L', 'insufficient_LE', 'low_S', 'N_P')",0.088,0.95,1.11, Work_Accident:N 
1990,N_WA,"('4_T', 'Y_L', 'N_P')",0.056,0.949,1.11, Work_Accident:N 
1991,N_WA,"('4_T', 'Y_L')",0.056,0.949,1.11, Work_Accident:N 
1635,N_WA,"('2_NP', 'insufficient_LE', '3_T', 'standard_H')",0.086,0.949,1.11, Work_Accident:N 
1535,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S')",0.054,0.949,1.11, Work_Accident:N 
1555,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H')",0.088,0.95,1.11, Work_Accident:N 
1630,N_WA,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_P')",0.086,0.949,1.11, Work_Accident:N 
1615,N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S')",0.053,0.949,1.109, Work_Accident:N 
1610,N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_P')",0.053,0.948,1.109, Work_Accident:N 
1486,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'N_P')",0.085,0.948,1.108, Work_Accident:N 
1751,N_WA,"('2_NP', 'medium_SL', '3_T', 'low_S')",0.064,0.947,1.108, Work_Accident:N 
1491,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T')",0.085,0.948,1.108, Work_Accident:N 
1766,N_WA,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.103,0.948,1.108, Work_Accident:N 
1570,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_P')",0.089,0.947,1.107, Work_Accident:N 
1856,N_WA,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_P')",0.064,0.947,1.107, Work_Accident:N 
1654,N_WA,"('2_NP', 'insufficient_LE', '3_T')",0.087,0.946,1.106, Work_Accident:N 
1574,N_WA,"('2_NP', 'insufficient_LE', 'medium_SL')",0.09,0.946,1.106, Work_Accident:N 
1698,N_WA,"('2_NP', 'insufficient_LE', 'standard_H', 'N_P')",0.091,0.946,1.106, Work_Accident:N 
1771,N_WA,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.103,0.946,1.106, Work_Accident:N 
1650,N_WA,"('2_NP', 'insufficient_LE', '3_T', 'N_P')",0.086,0.945,1.105, Work_Accident:N 
3083,N_WA,"('Y_L', 'medium_S', 'N_P')",0.083,0.944,1.104, Work_Accident:N 
1666,N_WA,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_P')",0.054,0.944,1.104, Work_Accident:N 
1861,N_WA,"('2_NP', '3_T', 'low_S', 'standard_H')",0.065,0.944,1.104, Work_Accident:N 
1671,N_WA,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H')",0.054,0.945,1.104, Work_Accident:N 
1702,N_WA,"('2_NP', 'insufficient_LE', 'standard_H')",0.091,0.945,1.104, Work_Accident:N 
3147,N_WA,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_P')",0.053,0.943,1.103, Work_Accident:N 
3153,N_WA,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.054,0.944,1.103, Work_Accident:N 
1802,N_WA,"('2_NP', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.067,0.943,1.103, Work_Accident:N 
3084,N_WA,"('Y_L', 'medium_S')",0.083,0.944,1.103, Work_Accident:N 
3196,N_WA,"('insufficient_LE', 'medium_SL', '3_T', 'standard_H')",0.091,0.943,1.102, Work_Accident:N 
3176,N_WA,"('insufficient_LE', 'medium_SL', '3_T', 'low_S')",0.055,0.942,1.102, Work_Accident:N 
3191,N_WA,"('insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.09,0.942,1.101, Work_Accident:N 
3171,N_WA,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_P')",0.054,0.942,1.101, Work_Accident:N 
1874,N_WA,"('2_NP', '3_T', 'low_S', 'N_P')",0.068,0.942,1.101, Work_Accident:N 
1786,N_WA,"('2_NP', 'medium_SL', '3_T', 'N_P')",0.105,0.941,1.101, Work_Accident:N 
1834,N_WA,"('2_NP', 'medium_SL', 'standard_H', 'N_P')",0.113,0.941,1.1, Work_Accident:N 
1886,N_WA,"('2_NP', '3_T', 'standard_H', 'N_P')",0.107,0.941,1.1, Work_Accident:N 
1807,N_WA,"('2_NP', 'medium_SL', 'low_S', 'standard_H')",0.067,0.941,1.1, Work_Accident:N 
1714,N_WA,"('2_NP', 'insufficient_LE', 'N_P')",0.094,0.94,1.099, Work_Accident:N 
1790,N_WA,"('2_NP', 'medium_SL', '3_T')",0.106,0.94,1.099, Work_Accident:N 
3214,N_WA,"('insufficient_LE', 'medium_SL', '3_T')",0.093,0.94,1.099, Work_Accident:N 
1716,N_WA,"('2_NP', 'insufficient_LE')",0.094,0.94,1.098, Work_Accident:N 
1889,N_WA,"('2_NP', '3_T', 'standard_H')",0.108,0.939,1.098, Work_Accident:N 
3211,N_WA,"('insufficient_LE', 'medium_SL', '3_T', 'N_P')",0.092,0.939,1.098, Work_Accident:N 
1877,N_WA,"('2_NP', '3_T', 'low_S')",0.068,0.94,1.098, Work_Accident:N 
1686,N_WA,"('2_NP', 'insufficient_LE', 'low_S', 'N_P')",0.056,0.938,1.097, Work_Accident:N 
1822,N_WA,"('2_NP', 'medium_SL', 'low_S', 'N_P')",0.07,0.938,1.097, Work_Accident:N 
1689,N_WA,"('2_NP', 'insufficient_LE', 'low_S')",0.056,0.938,1.097, Work_Accident:N 
1838,N_WA,"('2_NP', 'medium_SL', 'standard_H')",0.114,0.936,1.095, Work_Accident:N 
1825,N_WA,"('2_NP', 'medium_SL', 'low_S')",0.07,0.936,1.094, Work_Accident:N 
1913,N_WA,"('2_NP', 'low_S', 'standard_H', 'N_P')",0.072,0.934,1.091, Work_Accident:N 
1898,N_WA,"('2_NP', '3_T', 'N_P')",0.114,0.933,1.09, Work_Accident:N 
3223,N_WA,"('insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.06,0.932,1.09, Work_Accident:N 
3228,N_WA,"('insufficient_LE', 'medium_SL', 'low_S', 'standard_H')",0.06,0.933,1.09, Work_Accident:N 
1900,N_WA,"('2_NP', '3_T')",0.115,0.931,1.089, Work_Accident:N 
1848,N_WA,"('2_NP', 'medium_SL', 'N_P')",0.12,0.931,1.089, Work_Accident:N 
1916,N_WA,"('2_NP', 'low_S', 'standard_H')",0.073,0.932,1.089, Work_Accident:N 
1933,N_WA,"('2_NP', 'standard_H', 'N_P')",0.125,0.93,1.088, Work_Accident:N 
205,N_WA,"('low_SL', '4_T', 'insufficient_LE', 'intensive_H', 'N_P')",0.058,0.929,1.087, Work_Accident:N 
3255,N_WA,"('insufficient_LE', 'medium_SL', 'standard_H')",0.104,0.93,1.087, Work_Accident:N 
241,N_WA,"('low_SL', '4_T', 'intensive_H', 'N_P')",0.058,0.929,1.087, Work_Accident:N 
3252,N_WA,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.103,0.93,1.087, Work_Accident:N 
3295,N_WA,"('insufficient_LE', '3_T', 'standard_H')",0.097,0.93,1.087, Work_Accident:N 
3292,N_WA,"('insufficient_LE', '3_T', 'standard_H', 'N_P')",0.096,0.929,1.086, Work_Accident:N 
3245,N_WA,"('insufficient_LE', 'medium_SL', 'low_S')",0.064,0.928,1.085, Work_Accident:N 
3242,N_WA,"('insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.064,0.928,1.085, Work_Accident:N 
1994,N_WA,"('4_T', 'insufficient_LE', 'intensive_H', 'N_P')",0.059,0.928,1.085, Work_Accident:N 
210,N_WA,"('low_SL', '4_T', 'insufficient_LE', 'intensive_H')",0.058,0.928,1.085, Work_Accident:N 
245,N_WA,"('low_SL', '4_T', 'intensive_H')",0.058,0.928,1.085, Work_Accident:N 
1935,N_WA,"('2_NP', 'standard_H')",0.126,0.927,1.084, Work_Accident:N 
3268,N_WA,"('insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.057,0.927,1.084, Work_Accident:N 
3272,N_WA,"('insufficient_LE', '3_T', 'low_S', 'standard_H')",0.057,0.927,1.084, Work_Accident:N 
1998,N_WA,"('4_T', 'insufficient_LE', 'intensive_H')",0.06,0.926,1.083, Work_Accident:N 
1850,N_WA,"('2_NP', 'medium_SL')",0.121,0.926,1.082, Work_Accident:N 
3305,N_WA,"('insufficient_LE', '3_T')",0.106,0.924,1.08, Work_Accident:N 
3265,N_WA,"('insufficient_LE', 'medium_SL')",0.113,0.923,1.079, Work_Accident:N 
3304,N_WA,"('insufficient_LE', '3_T', 'N_P')",0.105,0.923,1.079, Work_Accident:N 
3284,N_WA,"('insufficient_LE', '3_T', 'low_S', 'N_P')",0.061,0.923,1.079, Work_Accident:N 
3286,N_WA,"('insufficient_LE', '3_T', 'low_S')",0.062,0.923,1.079, Work_Accident:N 
3264,N_WA,"('insufficient_LE', 'medium_SL', 'N_P')",0.112,0.923,1.079, Work_Accident:N 
41,N_WA,"('6_NP', 'intensive_H', 'N_P')",0.054,0.918,1.073, Work_Accident:N 
102,N_WA,"('5_T', 'high_SL', 'N_P')",0.054,0.917,1.072, Work_Accident:N 
1925,N_WA,"('2_NP', 'low_S', 'N_P')",0.081,0.916,1.071, Work_Accident:N 
1927,N_WA,"('2_NP', 'low_S')",0.082,0.914,1.069, Work_Accident:N 
5369,N_WA,"('medium_SL', '3_T', 'low_S', 'standard_H', 'N_P')",0.082,0.913,1.067, Work_Accident:N 
104,N_WA,"('5_T', 'high_SL')",0.054,0.912,1.067, Work_Accident:N 
225,N_WA,"('low_SL', '4_T', 'insufficient_LE', 'N_P')",0.065,0.913,1.067, Work_Accident:N 
257,N_WA,"('low_SL', '4_T', 'N_P')",0.065,0.913,1.067, Work_Accident:N 
113,N_WA,"('5_T', 'intensive_H', 'N_P')",0.065,0.913,1.067, Work_Accident:N 
1942,N_WA,"('2_NP', 'N_P')",0.143,0.912,1.066, Work_Accident:N 
43,N_WA,"('6_NP', 'intensive_H')",0.055,0.912,1.066, Work_Accident:N 
2010,N_WA,"('4_T', 'insufficient_LE', 'N_P')",0.07,0.912,1.066, Work_Accident:N 
229,N_WA,"('low_SL', '4_T', 'insufficient_LE')",0.066,0.911,1.065, Work_Accident:N 
259,N_WA,"('low_SL', '4_T')",0.066,0.911,1.065, Work_Accident:N 
2011,N_WA,"('4_T', 'insufficient_LE')",0.07,0.911,1.065, Work_Accident:N 
5374,N_WA,"('medium_SL', '3_T', 'low_S', 'standard_H')",0.082,0.911,1.065, Work_Accident:N 
341,N_WA,"('low_SL', 'insufficient_LE', 'intensive_H', 'N_P')",0.087,0.91,1.064, Work_Accident:N 
397,N_WA,"('low_SL', 'intensive_H', 'N_P')",0.087,0.91,1.064, Work_Accident:N 
115,N_WA,"('5_T', 'intensive_H')",0.065,0.91,1.064, Work_Accident:N 
345,N_WA,"('low_SL', 'insufficient_LE', 'intensive_H')",0.088,0.908,1.062, Work_Accident:N 
399,N_WA,"('low_SL', 'intensive_H')",0.088,0.908,1.062, Work_Accident:N 
1943,N_WA,"('2_NP',)",0.144,0.907,1.06, Work_Accident:N 
20,N_WA,"('6_NP', 'low_SL', 'N_P')",0.051,0.906,1.059, Work_Accident:N 
8,N_WA,"('6_NP', 'low_SL', 'insufficient_LE', 'N_P')",0.051,0.906,1.059, Work_Accident:N 
3316,N_WA,"('insufficient_LE', 'medium_S', 'N_P')",0.091,0.905,1.058, Work_Accident:N 
1909,N_WA,"('2_NP', 'medium_S', 'N_P')",0.053,0.904,1.057, Work_Accident:N 
3361,N_WA,"('insufficient_LE', 'intensive_H', 'N_P')",0.096,0.904,1.057, Work_Accident:N 
3317,N_WA,"('insufficient_LE', 'medium_S')",0.093,0.904,1.057, Work_Accident:N 
11,N_WA,"('6_NP', 'low_SL', 'insufficient_LE')",0.051,0.904,1.056, Work_Accident:N 
22,N_WA,"('6_NP', 'low_SL')",0.051,0.904,1.056, Work_Accident:N 
3362,N_WA,"('insufficient_LE', 'intensive_H')",0.097,0.903,1.055, Work_Accident:N 
5414,N_WA,"('medium_SL', '3_T', 'standard_H', 'N_P')",0.146,0.902,1.054, Work_Accident:N 
5418,N_WA,"('medium_SL', '3_T', 'standard_H')",0.148,0.901,1.054, Work_Accident:N 
