ITEMSET,SUPPORT
"('3_H', 'Y_L', 'low_S', 'N_WA', 'N_P')",0.03
"('3_H', 'Y_L', 'low_S', 'N_P')",0.03
"('3_H', 'Y_L', 'N_WA')",0.04
"('3_H', 'Y_L', 'N_WA', 'N_P')",0.04
"('3_H', 'Y_L', 'N_P')",0.04
"('3_H', '3_NP')",0.03
"('3_H', '3_NP', 'N_L')",0.03
"('3_H', '3_NP', 'N_L', 'N_WA')",0.02
"('3_H', '3_NP', 'N_L', 'N_WA', 'N_P')",0.02
"('3_H', '3_NP', 'N_L', 'N_P')",0.03
"('3_H', '3_NP', 'N_WA')",0.02
"('3_H', '3_NP', 'N_WA', 'N_P')",0.02
"('3_H', '3_NP', 'N_P')",0.03
"('3_H', '0_D')",0.03
"('3_H', '0_D', '3_T')",0.02
"('3_H', '0_D', '3_T', 'N_P')",0.02
"('3_H', '0_D', 'N_L')",0.02
"('3_H', '0_D', 'N_WA')",0.03
"('3_H', '0_D', 'N_WA', 'N_P')",0.03
"('3_H', '0_D', 'N_P')",0.03
"('3_H', '4_NP')",0.03
"('3_H', '4_NP', 'N_L')",0.03
"('3_H', '4_NP', 'N_L', 'N_WA')",0.02
"('3_H', '4_NP', 'N_L', 'N_WA', 'N_P')",0.02
"('3_H', '4_NP', 'N_L', 'N_P')",0.03
"('3_H', '4_NP', 'N_WA')",0.02
"('3_H', '4_NP', 'N_WA', 'N_P')",0.02
"('3_H', '4_NP', 'N_P')",0.03
"('3_H', '3_T')",0.08
"('3_H', '3_T', 'medium_S')",0.03
"('3_H', '3_T', 'medium_S', 'N_WA')",0.03
"('3_H', '3_T', 'medium_S', 'N_WA', 'N_P')",0.03
"('3_H', '3_T', 'medium_S', 'N_P')",0.03
"('3_H', '3_T', 'low_S')",0.04
"('3_H', '3_T', 'low_S', 'N_WA')",0.04
"('3_H', '3_T', 'low_S', 'N_WA', 'N_P')",0.04
"('3_H', '3_T', 'low_S', 'N_P')",0.04
"('3_H', '3_T', 'N_L')",0.03
"('3_H', '3_T', 'N_L', 'N_WA')",0.03
"('3_H', '3_T', 'N_L', 'N_WA', 'N_P')",0.03
"('3_H', '3_T', 'N_L', 'N_P')",0.03
"('3_H', '3_T', 'N_WA')",0.07
"('3_H', '3_T', 'N_WA', 'N_P')",0.07
"('3_H', '3_T', 'N_P')",0.08
"('3_H', 'medium_S')",0.05
"('3_H', 'medium_S', 'N_L')",0.03
"('3_H', 'medium_S', 'N_L', 'N_WA')",0.03
"('3_H', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.03
"('3_H', 'medium_S', 'N_L', 'N_P')",0.03
"('3_H', 'medium_S', 'N_WA')",0.04
"('3_H', 'medium_S', 'N_WA', 'N_P')",0.04
"('3_H', 'medium_S', 'N_P')",0.05
"('3_H', 'low_S')",0.06
"('3_H', 'low_S', 'N_L')",0.04
"('3_H', 'low_S', 'N_L', 'N_WA')",0.03
"('3_H', 'low_S', 'N_L', 'N_WA', 'N_P')",0.03
"('3_H', 'low_S', 'N_L', 'N_P')",0.04
"('3_H', 'low_S', 'N_WA')",0.06
"('3_H', 'low_S', 'N_WA', 'N_P')",0.05
"('3_H', 'low_S', 'N_P')",0.06
"('3_H', 'N_L')",0.08
"('3_H', 'N_L', 'N_WA')",0.06
"('3_H', 'N_L', 'N_WA', 'N_P')",0.06
"('3_H', 'N_L', 'N_P')",0.07
"('3_H', 'N_WA')",0.11
"('3_H', 'N_WA', 'N_P')",0.1
"('3_H', 'N_P')",0.12
"('Y_WA', '2_D')",0.02
"('Y_WA', '2_D', 'N_L')",0.02
"('Y_WA', '2_D', 'N_L', 'N_P')",0.02
"('Y_WA', '2_D', 'N_P')",0.02
"('Y_WA', '4_T')",0.02
"('Y_WA', '4_T', 'N_P')",0.02
"('Y_WA', '1_D')",0.03
"('Y_WA', '1_D', 'N_L')",0.02
"('Y_WA', '1_D', 'N_L', 'N_P')",0.02
"('Y_WA', '1_D', 'N_P')",0.03
"('Y_WA', '5_NP')",0.03
"('Y_WA', '5_NP', 'N_L')",0.03
"('Y_WA', '5_NP', 'N_L', 'N_P')",0.03
"('Y_WA', '5_NP', 'N_P')",0.03
"('Y_WA', '2_T')",0.04
"('Y_WA', '2_T', 'N_L')",0.04
"('Y_WA', '2_T', 'N_L', 'N_P')",0.04
"('Y_WA', '2_T', 'N_P')",0.04
"('Y_WA', '3_NP')",0.05
"('Y_WA', '3_NP', '3_T', 'N_L')",0.02
"('Y_WA', '3_NP', '3_T', 'N_L', 'N_P')",0.02
"('Y_WA', '3_NP', 'medium_S', 'N_L')",0.02
"('Y_WA', '3_NP', 'medium_S', 'N_L', 'N_P')",0.02
"('Y_WA', '3_NP', 'low_S')",0.02
"('Y_WA', '3_NP', 'low_S', 'N_L')",0.02
"('Y_WA', '3_NP', 'low_S', 'N_L', 'N_P')",0.02
"('Y_WA', '3_NP', 'low_S', 'N_P')",0.02
"('Y_WA', '3_NP', 'N_L')",0.05
"('Y_WA', '3_NP', 'N_L', 'N_P')",0.05
"('Y_WA', '3_NP', 'N_P')",0.05
"('Y_WA', '0_D')",0.04
"('Y_WA', '0_D', 'N_L')",0.04
"('Y_WA', '0_D', 'N_L', 'N_P')",0.03
"('Y_WA', '0_D', 'N_P')",0.04
"('Y_WA', '4_NP')",0.05
"('Y_WA', '4_NP', 'low_S')",0.02
"('Y_WA', '4_NP', 'low_S', 'N_L')",0.02
"('Y_WA', '4_NP', 'low_S', 'N_L', 'N_P')",0.02
"('Y_WA', '4_NP', 'low_S', 'N_P')",0.02
"('Y_WA', '4_NP', 'N_L')",0.04
"('Y_WA', '4_NP', 'N_L', 'N_P')",0.04
"('Y_WA', '4_NP', 'N_P')",0.04
"('Y_WA', '3_T')",0.06
"('Y_WA', '3_T', 'medium_S')",0.03
"('Y_WA', '3_T', 'medium_S', 'N_L')",0.02
"('Y_WA', '3_T', 'medium_S', 'N_L', 'N_P')",0.02
"('Y_WA', '3_T', 'medium_S', 'N_P')",0.02
"('Y_WA', '3_T', 'low_S')",0.03
"('Y_WA', '3_T', 'low_S', 'N_L')",0.03
"('Y_WA', '3_T', 'low_S', 'N_L', 'N_P')",0.02
"('Y_WA', '3_T', 'low_S', 'N_P')",0.03
"('Y_WA', '3_T', 'N_L')",0.05
"('Y_WA', '3_T', 'N_L', 'N_P')",0.05
"('Y_WA', '3_T', 'N_P')",0.06
"('Y_WA', 'medium_S')",0.06
"('Y_WA', 'medium_S', 'N_L')",0.06
"('Y_WA', 'medium_S', 'N_L', 'N_P')",0.05
"('Y_WA', 'medium_S', 'N_P')",0.06
"('Y_WA', 'low_S')",0.07
"('Y_WA', 'low_S', 'N_L')",0.06
"('Y_WA', 'low_S', 'N_L', 'N_P')",0.06
"('Y_WA', 'low_S', 'N_P')",0.07
"('Y_WA', 'N_L')",0.13
"('Y_WA', 'N_L', 'N_P')",0.13
"('Y_WA', 'N_P')",0.14
"('2_D', '2_NP')",0.02
"('2_D', '2_NP', 'N_WA')",0.02
"('2_D', '2_NP', 'N_WA', 'N_P')",0.02
"('2_D', '2_NP', 'N_P')",0.02
"('2_D', '4_T', 'N_WA', 'N_P')",0.02
"('2_D', '4_T', 'N_P')",0.02
"('2_D', '5_NP')",0.03
"('2_D', '5_NP', 'N_L')",0.02
"('2_D', '5_NP', 'N_L', 'N_P')",0.02
"('2_D', '5_NP', 'N_WA')",0.02
"('2_D', '5_NP', 'N_WA', 'N_P')",0.02
"('2_D', '5_NP', 'N_P')",0.03
"('2_D', '2_T')",0.03
"('2_D', '2_T', 'N_L')",0.03
"('2_D', '2_T', 'N_L', 'N_WA')",0.03
"('2_D', '2_T', 'N_L', 'N_WA', 'N_P')",0.03
"('2_D', '2_T', 'N_L', 'N_P')",0.03
"('2_D', '2_T', 'N_WA')",0.03
"('2_D', '2_T', 'N_WA', 'N_P')",0.03
"('2_D', '2_T', 'N_P')",0.03
"('2_D', 'Y_L')",0.04
"('2_D', 'Y_L', 'low_S', 'N_WA', 'N_P')",0.02
"('2_D', 'Y_L', 'low_S', 'N_P')",0.03
"('2_D', 'Y_L', 'N_WA')",0.03
"('2_D', 'Y_L', 'N_WA', 'N_P')",0.03
"('2_D', 'Y_L', 'N_P')",0.04
"('2_D', '3_NP')",0.04
"('2_D', '3_NP', 'N_L')",0.04
"('2_D', '3_NP', 'N_L', 'N_WA')",0.03
"('2_D', '3_NP', 'N_L', 'N_WA', 'N_P')",0.03
"('2_D', '3_NP', 'N_L', 'N_P')",0.04
"('2_D', '3_NP', 'N_WA')",0.03
"('2_D', '3_NP', 'N_WA', 'N_P')",0.03
"('2_D', '3_NP', 'N_P')",0.04
"('2_D', '4_NP')",0.04
"('2_D', '4_NP', 'low_S')",0.02
"('2_D', '4_NP', 'low_S', 'N_P')",0.02
"('2_D', '4_NP', 'N_L')",0.04
"('2_D', '4_NP', 'N_L', 'N_WA')",0.03
"('2_D', '4_NP', 'N_L', 'N_WA', 'N_P')",0.03
"('2_D', '4_NP', 'N_L', 'N_P')",0.04
"('2_D', '4_NP', 'N_WA')",0.04
"('2_D', '4_NP', 'N_WA', 'N_P')",0.04
"('2_D', '4_NP', 'N_P')",0.04
"('2_D', '3_T')",0.06
"('2_D', '3_T', 'medium_S')",0.03
"('2_D', '3_T', 'medium_S', 'N_L')",0.02
"('2_D', '3_T', 'medium_S', 'N_L', 'N_P')",0.02
"('2_D', '3_T', 'medium_S', 'N_WA')",0.02
"('2_D', '3_T', 'medium_S', 'N_WA', 'N_P')",0.02
"('2_D', '3_T', 'medium_S', 'N_P')",0.03
"('2_D', '3_T', 'low_S')",0.03
"('2_D', '3_T', 'low_S', 'N_L')",0.02
"('2_D', '3_T', 'low_S', 'N_L', 'N_P')",0.02
"('2_D', '3_T', 'low_S', 'N_WA')",0.03
"('2_D', '3_T', 'low_S', 'N_WA', 'N_P')",0.03
"('2_D', '3_T', 'low_S', 'N_P')",0.03
"('2_D', '3_T', 'N_L')",0.05
"('2_D', '3_T', 'N_L', 'N_WA')",0.04
"('2_D', '3_T', 'N_L', 'N_WA', 'N_P')",0.04
"('2_D', '3_T', 'N_L', 'N_P')",0.05
"('2_D', '3_T', 'N_WA')",0.06
"('2_D', '3_T', 'N_WA', 'N_P')",0.06
"('2_D', '3_T', 'N_P')",0.06
"('2_D', 'medium_S')",0.06
"('2_D', 'medium_S', 'N_L')",0.05
"('2_D', 'medium_S', 'N_L', 'N_WA')",0.04
"('2_D', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.04
"('2_D', 'medium_S', 'N_L', 'N_P')",0.05
"('2_D', 'medium_S', 'N_WA')",0.05
"('2_D', 'medium_S', 'N_WA', 'N_P')",0.05
"('2_D', 'medium_S', 'N_P')",0.06
"('2_D', 'low_S')",0.08
"('2_D', 'low_S', 'N_L')",0.05
"('2_D', 'low_S', 'N_L', 'N_WA')",0.04
"('2_D', 'low_S', 'N_L', 'N_WA', 'N_P')",0.04
"('2_D', 'low_S', 'N_L', 'N_P')",0.05
"('2_D', 'low_S', 'N_WA')",0.06
"('2_D', 'low_S', 'N_WA', 'N_P')",0.06
"('2_D', 'low_S', 'N_P')",0.08
"('2_D', 'N_L')",0.11
"('2_D', 'N_L', 'N_WA')",0.09
"('2_D', 'N_L', 'N_WA', 'N_P')",0.09
"('2_D', 'N_L', 'N_P')",0.11
"('2_D', 'N_WA')",0.13
"('2_D', 'N_WA', 'N_P')",0.12
"('2_D', 'N_P')",0.15
"('2_NP', '1_D')",0.03
"('2_NP', '1_D', '3_T')",0.02
"('2_NP', '1_D', '3_T', 'N_P')",0.02
"('2_NP', '1_D', 'N_WA')",0.02
"('2_NP', '1_D', 'N_WA', 'N_P')",0.02
"('2_NP', '1_D', 'N_P')",0.03
"('2_NP', 'Y_L')",0.1
"('2_NP', 'Y_L', '0_D')",0.03
"('2_NP', 'Y_L', '0_D', '3_T')",0.03
"('2_NP', 'Y_L', '0_D', '3_T', 'low_S')",0.02
"('2_NP', 'Y_L', '0_D', '3_T', 'low_S', 'N_P')",0.02
"('2_NP', 'Y_L', '0_D', '3_T', 'N_WA')",0.03
"('2_NP', 'Y_L', '0_D', '3_T', 'N_WA', 'N_P')",0.03
"('2_NP', 'Y_L', '0_D', '3_T', 'N_P')",0.03
"('2_NP', 'Y_L', '0_D', 'low_S')",0.02
"('2_NP', 'Y_L', '0_D', 'low_S', 'N_WA')",0.02
"('2_NP', 'Y_L', '0_D', 'low_S', 'N_WA', 'N_P')",0.02
"('2_NP', 'Y_L', '0_D', 'low_S', 'N_P')",0.02
"('2_NP', 'Y_L', '0_D', 'N_WA')",0.03
"('2_NP', 'Y_L', '0_D', 'N_WA', 'N_P')",0.03
"('2_NP', 'Y_L', '0_D', 'N_P')",0.03
"('2_NP', 'Y_L', '3_T')",0.1
"('2_NP', 'Y_L', '3_T', 'medium_S')",0.04
"('2_NP', 'Y_L', '3_T', 'medium_S', 'N_WA')",0.03
"('2_NP', 'Y_L', '3_T', 'medium_S', 'N_WA', 'N_P')",0.03
"('2_NP', 'Y_L', '3_T', 'medium_S', 'N_P')",0.04
"('2_NP', 'Y_L', '3_T', 'low_S')",0.06
"('2_NP', 'Y_L', '3_T', 'low_S', 'N_WA')",0.06
"('2_NP', 'Y_L', '3_T', 'low_S', 'N_WA', 'N_P')",0.06
"('2_NP', 'Y_L', '3_T', 'low_S', 'N_P')",0.06
"('2_NP', 'Y_L', '3_T', 'N_WA')",0.1
"('2_NP', 'Y_L', '3_T', 'N_WA', 'N_P')",0.1
"('2_NP', 'Y_L', '3_T', 'N_P')",0.1
"('2_NP', 'Y_L', 'medium_S')",0.04
"('2_NP', 'Y_L', 'medium_S', 'N_WA')",0.04
"('2_NP', 'Y_L', 'medium_S', 'N_WA', 'N_P')",0.03
"('2_NP', 'Y_L', 'medium_S', 'N_P')",0.04
"('2_NP', 'Y_L', 'low_S')",0.06
"('2_NP', 'Y_L', 'low_S', 'N_WA')",0.06
"('2_NP', 'Y_L', 'low_S', 'N_WA', 'N_P')",0.06
"('2_NP', 'Y_L', 'low_S', 'N_P')",0.06
"('2_NP', 'Y_L', 'N_WA')",0.1
"('2_NP', 'Y_L', 'N_WA', 'N_P')",0.1
"('2_NP', 'Y_L', 'N_P')",0.1
"('2_NP', '0_D')",0.05
"('2_NP', '0_D', '3_T')",0.04
"('2_NP', '0_D', '3_T', 'low_S')",0.02
"('2_NP', '0_D', '3_T', 'low_S', 'N_WA')",0.02
"('2_NP', '0_D', '3_T', 'low_S', 'N_WA', 'N_P')",0.02
"('2_NP', '0_D', '3_T', 'low_S', 'N_P')",0.02
"('2_NP', '0_D', '3_T', 'N_WA')",0.03
"('2_NP', '0_D', '3_T', 'N_WA', 'N_P')",0.03
"('2_NP', '0_D', '3_T', 'N_P')",0.04
"('2_NP', '0_D', 'low_S')",0.03
"('2_NP', '0_D', 'low_S', 'N_WA')",0.03
"('2_NP', '0_D', 'low_S', 'N_WA', 'N_P')",0.03
"('2_NP', '0_D', 'low_S', 'N_P')",0.03
"('2_NP', '0_D', 'N_WA')",0.04
"('2_NP', '0_D', 'N_WA', 'N_P')",0.04
"('2_NP', '0_D', 'N_P')",0.05
"('2_NP', '3_T')",0.12
"('2_NP', '3_T', 'medium_S')",0.05
"('2_NP', '3_T', 'medium_S', 'N_WA')",0.04
"('2_NP', '3_T', 'medium_S', 'N_WA', 'N_P')",0.04
"('2_NP', '3_T', 'medium_S', 'N_P')",0.04
"('2_NP', '3_T', 'low_S')",0.07
"('2_NP', '3_T', 'low_S', 'N_WA')",0.07
"('2_NP', '3_T', 'low_S', 'N_WA', 'N_P')",0.07
"('2_NP', '3_T', 'low_S', 'N_P')",0.07
"('2_NP', '3_T', 'N_L')",0.02
"('2_NP', '3_T', 'N_L', 'N_P')",0.02
"('2_NP', '3_T', 'N_WA')",0.12
"('2_NP', '3_T', 'N_WA', 'N_P')",0.11
"('2_NP', '3_T', 'N_P')",0.12
"('2_NP', 'medium_S')",0.06
"('2_NP', 'medium_S', 'N_L')",0.02
"('2_NP', 'medium_S', 'N_L', 'N_P')",0.02
"('2_NP', 'medium_S', 'N_WA')",0.05
"('2_NP', 'medium_S', 'N_WA', 'N_P')",0.05
"('2_NP', 'medium_S', 'N_P')",0.06
"('2_NP', 'low_S')",0.09
"('2_NP', 'low_S', 'N_L')",0.03
"('2_NP', 'low_S', 'N_L', 'N_WA')",0.02
"('2_NP', 'low_S', 'N_L', 'N_WA', 'N_P')",0.02
"('2_NP', 'low_S', 'N_L', 'N_P')",0.02
"('2_NP', 'low_S', 'N_WA')",0.08
"('2_NP', 'low_S', 'N_WA', 'N_P')",0.08
"('2_NP', 'low_S', 'N_P')",0.09
"('2_NP', 'N_L')",0.05
"('2_NP', 'N_L', 'N_WA')",0.04
"('2_NP', 'N_L', 'N_WA', 'N_P')",0.04
"('2_NP', 'N_L', 'N_P')",0.05
"('2_NP', 'N_WA')",0.14
"('2_NP', 'N_WA', 'N_P')",0.14
"('2_NP', 'N_P')",0.16
"('4_T', '1_D')",0.03
"('4_T', '1_D', 'N_L')",0.02
"('4_T', '1_D', 'N_L', 'N_P')",0.02
"('4_T', '1_D', 'N_WA')",0.03
"('4_T', '1_D', 'N_WA', 'N_P')",0.03
"('4_T', '1_D', 'N_P')",0.03
"('4_T', '5_NP')",0.03
"('4_T', '5_NP', 'N_L')",0.03
"('4_T', '5_NP', 'N_L', 'N_WA')",0.02
"('4_T', '5_NP', 'N_L', 'N_WA', 'N_P')",0.02
"('4_T', '5_NP', 'N_L', 'N_P')",0.03
"('4_T', '5_NP', 'N_WA')",0.02
"('4_T', '5_NP', 'N_WA', 'N_P')",0.02
"('4_T', '5_NP', 'N_P')",0.03
"('4_T', 'Y_L')",0.06
"('4_T', 'Y_L', 'medium_S', 'N_WA', 'N_P')",0.02
"('4_T', 'Y_L', 'medium_S', 'N_P')",0.02
"('4_T', 'Y_L', 'low_S')",0.04
"('4_T', 'Y_L', 'low_S', 'N_WA')",0.03
"('4_T', 'Y_L', 'low_S', 'N_WA', 'N_P')",0.03
"('4_T', 'Y_L', 'low_S', 'N_P')",0.04
"('4_T', 'Y_L', 'N_WA')",0.06
"('4_T', 'Y_L', 'N_WA', 'N_P')",0.06
"('4_T', 'Y_L', 'N_P')",0.06
"('4_T', '3_NP')",0.04
"('4_T', '3_NP', 'N_L')",0.03
"('4_T', '3_NP', 'N_L', 'N_WA')",0.03
"('4_T', '3_NP', 'N_L', 'N_WA', 'N_P')",0.03
"('4_T', '3_NP', 'N_L', 'N_P')",0.03
"('4_T', '3_NP', 'N_WA')",0.03
"('4_T', '3_NP', 'N_WA', 'N_P')",0.03
"('4_T', '3_NP', 'N_P')",0.03
"('4_T', '0_D')",0.04
"('4_T', '0_D', 'low_S', 'N_WA', 'N_P')",0.02
"('4_T', '0_D', 'low_S', 'N_P')",0.02
"('4_T', '0_D', 'N_L')",0.03
"('4_T', '0_D', 'N_L', 'N_WA')",0.02
"('4_T', '0_D', 'N_L', 'N_WA', 'N_P')",0.02
"('4_T', '0_D', 'N_L', 'N_P')",0.03
"('4_T', '0_D', 'N_WA')",0.04
"('4_T', '0_D', 'N_WA', 'N_P')",0.04
"('4_T', '0_D', 'N_P')",0.04
"('4_T', '4_NP')",0.04
"('4_T', '4_NP', 'N_L')",0.04
"('4_T', '4_NP', 'N_L', 'N_WA')",0.03
"('4_T', '4_NP', 'N_L', 'N_WA', 'N_P')",0.03
"('4_T', '4_NP', 'N_L', 'N_P')",0.04
"('4_T', '4_NP', 'N_WA')",0.03
"('4_T', '4_NP', 'N_WA', 'N_P')",0.03
"('4_T', '4_NP', 'N_P')",0.04
"('4_T', 'medium_S')",0.07
"('4_T', 'medium_S', 'N_L')",0.05
"('4_T', 'medium_S', 'N_L', 'N_WA')",0.04
"('4_T', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.04
"('4_T', 'medium_S', 'N_L', 'N_P')",0.05
"('4_T', 'medium_S', 'N_WA')",0.06
"('4_T', 'medium_S', 'N_WA', 'N_P')",0.06
"('4_T', 'medium_S', 'N_P')",0.07
"('4_T', 'low_S')",0.09
"('4_T', 'low_S', 'N_L')",0.05
"('4_T', 'low_S', 'N_L', 'N_WA')",0.04
"('4_T', 'low_S', 'N_L', 'N_WA', 'N_P')",0.04
"('4_T', 'low_S', 'N_L', 'N_P')",0.05
"('4_T', 'low_S', 'N_WA')",0.08
"('4_T', 'low_S', 'N_WA', 'N_P')",0.08
"('4_T', 'low_S', 'N_P')",0.09
"('4_T', 'N_L')",0.11
"('4_T', 'N_L', 'N_WA')",0.09
"('4_T', 'N_L', 'N_WA', 'N_P')",0.09
"('4_T', 'N_L', 'N_P')",0.11
"('4_T', 'N_WA')",0.15
"('4_T', 'N_WA', 'N_P')",0.15
"('4_T', 'N_P')",0.17
"('1_D', '5_NP')",0.03
"('1_D', '5_NP', 'N_L')",0.03
"('1_D', '5_NP', 'N_L', 'N_WA')",0.02
"('1_D', '5_NP', 'N_L', 'N_WA', 'N_P')",0.02
"('1_D', '5_NP', 'N_L', 'N_P')",0.03
"('1_D', '5_NP', 'N_WA')",0.03
"('1_D', '5_NP', 'N_WA', 'N_P')",0.03
"('1_D', '5_NP', 'N_P')",0.03
"('1_D', '2_T')",0.04
"('1_D', '2_T', 'low_S', 'N_P')",0.02
"('1_D', '2_T', 'N_L')",0.04
"('1_D', '2_T', 'N_L', 'N_WA')",0.03
"('1_D', '2_T', 'N_L', 'N_WA', 'N_P')",0.03
"('1_D', '2_T', 'N_L', 'N_P')",0.04
"('1_D', '2_T', 'N_WA')",0.03
"('1_D', '2_T', 'N_WA', 'N_P')",0.03
"('1_D', '2_T', 'N_P')",0.04
"('1_D', 'Y_L')",0.05
"('1_D', 'Y_L', 'low_S')",0.03
"('1_D', 'Y_L', 'low_S', 'N_WA')",0.02
"('1_D', 'Y_L', 'low_S', 'N_WA', 'N_P')",0.02
"('1_D', 'Y_L', 'low_S', 'N_P')",0.03
"('1_D', 'Y_L', 'N_WA')",0.04
"('1_D', 'Y_L', 'N_WA', 'N_P')",0.04
"('1_D', 'Y_L', 'N_P')",0.05
"('1_D', '3_NP')",0.05
"('1_D', '3_NP', '3_T', 'N_L')",0.02
"('1_D', '3_NP', '3_T', 'N_L', 'N_P')",0.02
"('1_D', '3_NP', 'medium_S')",0.02
"('1_D', '3_NP', 'low_S')",0.02
"('1_D', '3_NP', 'low_S', 'N_L')",0.02
"('1_D', '3_NP', 'low_S', 'N_L', 'N_P')",0.02
"('1_D', '3_NP', 'low_S', 'N_P')",0.02
"('1_D', '3_NP', 'N_L')",0.05
"('1_D', '3_NP', 'N_L', 'N_WA')",0.04
"('1_D', '3_NP', 'N_L', 'N_WA', 'N_P')",0.04
"('1_D', '3_NP', 'N_L', 'N_P')",0.05
"('1_D', '3_NP', 'N_WA')",0.04
"('1_D', '3_NP', 'N_WA', 'N_P')",0.04
"('1_D', '3_NP', 'N_P')",0.05
"('1_D', '4_NP')",0.05
"('1_D', '4_NP', '3_T')",0.02
"('1_D', '4_NP', '3_T', 'N_L')",0.02
"('1_D', '4_NP', '3_T', 'N_L', 'N_P')",0.02
"('1_D', '4_NP', '3_T', 'N_P')",0.02
"('1_D', '4_NP', 'medium_S')",0.02
"('1_D', '4_NP', 'medium_S', 'N_P')",0.02
"('1_D', '4_NP', 'low_S')",0.03
"('1_D', '4_NP', 'low_S', 'N_L')",0.02
"('1_D', '4_NP', 'low_S', 'N_L', 'N_WA')",0.02
"('1_D', '4_NP', 'low_S', 'N_L', 'N_WA', 'N_P')",0.02
"('1_D', '4_NP', 'low_S', 'N_L', 'N_P')",0.02
"('1_D', '4_NP', 'low_S', 'N_WA')",0.02
"('1_D', '4_NP', 'low_S', 'N_WA', 'N_P')",0.02
"('1_D', '4_NP', 'low_S', 'N_P')",0.03
"('1_D', '4_NP', 'N_L')",0.05
"('1_D', '4_NP', 'N_L', 'N_WA')",0.04
"('1_D', '4_NP', 'N_L', 'N_WA', 'N_P')",0.04
"('1_D', '4_NP', 'N_L', 'N_P')",0.05
"('1_D', '4_NP', 'N_WA')",0.04
"('1_D', '4_NP', 'N_WA', 'N_P')",0.04
"('1_D', '4_NP', 'N_P')",0.05
"('1_D', '3_T')",0.08
"('1_D', '3_T', 'medium_S')",0.03
"('1_D', '3_T', 'medium_S', 'N_L')",0.02
"('1_D', '3_T', 'medium_S', 'N_L', 'N_WA')",0.02
"('1_D', '3_T', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.02
"('1_D', '3_T', 'medium_S', 'N_L', 'N_P')",0.02
"('1_D', '3_T', 'medium_S', 'N_WA')",0.03
"('1_D', '3_T', 'medium_S', 'N_WA', 'N_P')",0.03
"('1_D', '3_T', 'medium_S', 'N_P')",0.03
"('1_D', '3_T', 'low_S')",0.04
"('1_D', '3_T', 'low_S', 'N_L')",0.03
"('1_D', '3_T', 'low_S', 'N_L', 'N_WA')",0.02
"('1_D', '3_T', 'low_S', 'N_L', 'N_WA', 'N_P')",0.02
"('1_D', '3_T', 'low_S', 'N_L', 'N_P')",0.03
"('1_D', '3_T', 'low_S', 'N_WA')",0.03
"('1_D', '3_T', 'low_S', 'N_WA', 'N_P')",0.03
"('1_D', '3_T', 'low_S', 'N_P')",0.04
"('1_D', '3_T', 'N_L')",0.06
"('1_D', '3_T', 'N_L', 'N_WA')",0.05
"('1_D', '3_T', 'N_L', 'N_WA', 'N_P')",0.05
"('1_D', '3_T', 'N_L', 'N_P')",0.06
"('1_D', '3_T', 'N_WA')",0.07
"('1_D', '3_T', 'N_WA', 'N_P')",0.06
"('1_D', '3_T', 'N_P')",0.08
"('1_D', 'medium_S')",0.08
"('1_D', 'medium_S', 'N_L')",0.06
"('1_D', 'medium_S', 'N_L', 'N_WA')",0.05
"('1_D', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.05
"('1_D', 'medium_S', 'N_L', 'N_P')",0.06
"('1_D', 'medium_S', 'N_WA')",0.07
"('1_D', 'medium_S', 'N_WA', 'N_P')",0.07
"('1_D', 'medium_S', 'N_P')",0.08
"('1_D', 'low_S')",0.09
"('1_D', 'low_S', 'N_L')",0.07
"('1_D', 'low_S', 'N_L', 'N_WA')",0.05
"('1_D', 'low_S', 'N_L', 'N_WA', 'N_P')",0.05
"('1_D', 'low_S', 'N_L', 'N_P')",0.07
"('1_D', 'low_S', 'N_WA')",0.08
"('1_D', 'low_S', 'N_WA', 'N_P')",0.08
"('1_D', 'low_S', 'N_P')",0.09
"('1_D', 'N_L')",0.13
"('1_D', 'N_L', 'N_WA')",0.11
"('1_D', 'N_L', 'N_WA', 'N_P')",0.11
"('1_D', 'N_L', 'N_P')",0.13
"('1_D', 'N_WA')",0.16
"('1_D', 'N_WA', 'N_P')",0.15
"('1_D', 'N_P')",0.18
"('5_NP', '2_T')",0.04
"('5_NP', '2_T', 'N_L')",0.04
"('5_NP', '2_T', 'N_L', 'N_WA')",0.03
"('5_NP', '2_T', 'N_L', 'N_WA', 'N_P')",0.03
"('5_NP', '2_T', 'N_L', 'N_P')",0.04
"('5_NP', '2_T', 'N_WA')",0.03
"('5_NP', '2_T', 'N_WA', 'N_P')",0.03
"('5_NP', '2_T', 'N_P')",0.04
"('5_NP', 'Y_L', 'low_S', 'N_WA', 'N_P')",0.02
"('5_NP', 'Y_L', 'low_S', 'N_P')",0.02
"('5_NP', 'Y_L', 'N_WA', 'N_P')",0.04
"('5_NP', 'Y_L', 'N_P')",0.04
"('5_NP', '0_D')",0.05
"('5_NP', '0_D', 'medium_S')",0.02
"('5_NP', '0_D', 'medium_S', 'N_P')",0.02
"('5_NP', '0_D', 'low_S', 'N_WA', 'N_P')",0.02
"('5_NP', '0_D', 'low_S', 'N_P')",0.03
"('5_NP', '0_D', 'N_L')",0.04
